ticker,company_name,trade_date,insider_name,insider_role,transaction_type,shares,price,value_usd,size_bucket,ret_10d
MBLY,Mobileye Global Inc.,2024-08-02,Shashua Amnon,"Director,Officer",P,148542.0,15.88,2358846.96,large_buy,-0.10401001525341114
CMTV,COMMUNITY BANCORP /VT,2024-08-05,Oeschger Fredric,Director,P,26106.12,15.58,406733.34959999996,large_buy,0.010256319183683527
NSC,NORFOLK SOUTHERN CORP,2024-08-02,Fahmy Sameh,Director,P,300.0,241.65,72495.0,normal_buy,-0.012201731360674373
NSC,NORFOLK SOUTHERN CORP,2024-08-01,Fahmy Sameh,Director,P,700.0,245.15,171605.0,normal_buy,-0.0161560976607662
CDW,CDW Corp,2024-08-01,LEAHY CHRISTINE A,"Director,Officer",P,1200.0,216.15,259380.0,large_buy,0.0387657247630695
AXR,AMREP CORP.,2024-08-01,DAHL JAMES H,TenPercentOwner,P,10000.0,25.6,256000.0,large_buy,-0.06029946686863519
AXR,AMREP CORP.,2024-08-01,Lancaster Rainey E.,TenPercentOwner,P,10000.0,25.6,256000.0,large_buy,-0.06029946686863519
TAKMX,Carlyle Tactical Private Credit Fund,2024-07-31,Marcus Brian,Officer,P,29137.53,8.58,250000.0074,large_buy,-0.00233095829605634
TCBI,TEXAS CAPITAL BANCSHARES INC/TX,2024-07-31,STALLINGS ROBERT W,Director,P,14000.0,19.93,279020.0,large_buy,-0.10559757493744992
GLSI,"Greenwich LifeSciences, Inc.",2024-08-02,Thompson Jaye,Officer,P,1000.0,15.15,15150.0,normal_buy,-0.03133703482060268
MDV,"Modiv Industrial, Inc.",2024-07-31,"First City Investment Group, LLC",TenPercentOwner,P,5000.0,14.94,74700.0,large_buy,-0.023521503277789013
LIND,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",2024-08-05,SCHULTZ ALEX P,Director,P,15278.0,7.17,109543.26,normal_buy,0.07152682012252809
LIND,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",2024-08-02,SCHULTZ ALEX P,Director,P,22308.0,7.43,165748.44,normal_buy,-0.020053488634350525
IRTC,"iRhythm Technologies, Inc.",2024-05-31,Patterson Chad,Officer,P,280.0,74.98,20994.4,normal_buy,0.06937992075843158
KRNY,Kearny Financial Corp.,2024-07-31,Wong-Zaza Melvina,Director,P,6000.0,7.13,42780.0,large_buy,-0.15138892657289582
DGICA,DONEGAL GROUP INC,2024-07-31,DONEGAL MUTUAL INSURANCE CO,TenPercentOwner,P,10000.0,14.93,149300.0,large_buy,0.008449571454876903
KVHI,KVH INDUSTRIES INC \DE\,2024-08-02,Radoff Bradley Louis,TenPercentOwner,P,63159.0,4.53,286110.27,large_buy,-0.008888880411783817
KVHI,KVH INDUSTRIES INC \DE\,2024-08-02,Radoff Family Foundation,Other,P,63159.0,4.53,286110.27,large_buy,-0.008888880411783817
KVHI,KVH INDUSTRIES INC \DE\,2024-08-01,Radoff Bradley Louis,TenPercentOwner,P,239173.0,4.35,1040402.5499999999,large_buy,-0.03930127321770138
KVHI,KVH INDUSTRIES INC \DE\,2024-08-01,Radoff Family Foundation,Other,P,239173.0,4.35,1040402.5499999999,large_buy,-0.03930127321770138
KVHI,KVH INDUSTRIES INC \DE\,2024-08-05,Radoff Bradley Louis,TenPercentOwner,P,50500.0,4.5,227250.0,large_buy,-0.008908677926962594
KVHI,KVH INDUSTRIES INC \DE\,2024-08-05,Radoff Family Foundation,Other,P,50500.0,4.5,227250.0,large_buy,-0.008908677926962594
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-26,Pleasant Lake Onshore Feeder Fund LP,TenPercentOwner,P,12500.0,7.0,87500.0,normal_buy,-0.13694721922999165
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-26,"Fund 1 Investments, LLC",TenPercentOwner,P,12500.0,7.0,87500.0,normal_buy,-0.13694721922999165
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-26,Pleasant Lake Partners LLC,TenPercentOwner,P,12500.0,7.0,87500.0,normal_buy,-0.13694721922999165
DGICA,DONEGAL GROUP INC,2024-07-30,DONEGAL MUTUAL INSURANCE CO,TenPercentOwner,P,9024.0,14.96,134999.04,normal_buy,-0.03070003531943699
FNWB,First Northwest Bancorp,2024-07-29,DEINES MATTHEW,"Director,Officer",P,9285.34,10.79,100188.8186,large_buy,-0.03613270560462578
BPRN,"Princeton Bancorp, Inc.",2024-07-30,TUCHMAN MARTIN,"Director,TenPercentOwner",P,7000.0,37.46,262220.0,large_buy,-0.0657184658093849
BXSY,BEXIL INVESTMENT TRUST,2024-07-26,WINMILL & CO. INC,Other,P,6105.0,13.14,80219.7,normal_buy,-0.01969693592299937
GRX,Gabelli Healthcare & WellnessRx Trust,2024-07-29,"Saba Capital Management, L.P.",TenPercentOwner,P,10903.0,10.34,112737.02,normal_buy,0.00672418014425924
GRX,Gabelli Healthcare & WellnessRx Trust,2024-07-29,Weinstein Boaz,TenPercentOwner,P,10903.0,10.34,112737.02,normal_buy,0.00672418014425924
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-29,"Stilwell Value Partners VII, L.P.",TenPercentOwner,P,5000.0,16.85,84250.0,normal_buy,0.03138473377460782
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-29,"Stilwell Activist Fund, L.P.",TenPercentOwner,P,5000.0,16.85,84250.0,normal_buy,0.03138473377460782
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-29,STILWELL JOSEPH,TenPercentOwner,P,5000.0,16.85,84250.0,normal_buy,0.03138473377460782
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-29,Stilwell Value LLC,TenPercentOwner,P,5000.0,16.85,84250.0,normal_buy,0.03138473377460782
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-29,"Stilwell Activist Investments, L.P.",TenPercentOwner,P,5000.0,16.85,84250.0,normal_buy,0.03138473377460782
ATYR,aTYR PHARMA INC,2024-07-22,SCHIMMEL PAUL,Director,P,41052.0,1.74,71430.48,normal_buy,0.010752677834782398
BXSY,BEXIL INVESTMENT TRUST,2024-07-29,WINMILL & CO. INC,Other,P,5550.0,13.18,73149.0,normal_buy,-0.01812686848449918
ATYR,aTYR PHARMA INC,2024-07-23,SCHIMMEL PAUL,Director,P,6648.0,1.82,12099.36,normal_buy,0.0
ATYR,aTYR PHARMA INC,2024-07-24,SCHIMMEL PAUL,Director,P,52300.0,1.93,100939.0,large_buy,-0.07772019701281274
PAPL,Pineapple Financial Inc.,2024-07-23,Giannoukakis Tasis Anastasios,Director,P,23500.0,0.9,21150.0,large_buy,0.02941176470588225
PEO,"ADAMS NATURAL RESOURCES FUND, INC.",2024-07-22,Weinstein Boaz,TenPercentOwner,P,7549.0,23.85,180043.65000000002,normal_buy,-0.03277864763979865
PEO,"ADAMS NATURAL RESOURCES FUND, INC.",2024-07-22,"Saba Capital Management, L.P.",TenPercentOwner,P,7549.0,23.85,180043.65000000002,normal_buy,-0.03277864763979865
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-22,"Stilwell Value Partners VII, L.P.",TenPercentOwner,P,2648.0,16.5,43692.0,normal_buy,0.04545454816791006
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-22,Stilwell Value LLC,TenPercentOwner,P,2648.0,16.5,43692.0,normal_buy,0.04545454816791006
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-22,"Stilwell Activist Fund, L.P.",TenPercentOwner,P,2648.0,16.5,43692.0,normal_buy,0.04545454816791006
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-22,"Stilwell Activist Investments, L.P.",TenPercentOwner,P,2648.0,16.5,43692.0,normal_buy,0.04545454816791006
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-22,STILWELL JOSEPH,TenPercentOwner,P,2648.0,16.5,43692.0,normal_buy,0.04545454816791006
TBLD,Thornburg Income Builder Opportunities Trust,2024-07-18,Kritzmire Anne W.,Other,P,1000.0,16.4,16400.0,normal_buy,-0.0030545374332121566
GLSI,"Greenwich LifeSciences, Inc.",2024-07-18,Thompson Jaye,Officer,P,1000.0,16.0,16000.0,normal_buy,-0.0025756576008243437
TWFG,"TWFG, Inc.",2024-07-19,Benes Julie E.,Officer,P,1000.0,17.0,17000.0,normal_buy,0.09995577920715037
TWFG,"TWFG, Inc.",2024-07-19,Wong Janet S.,Director,P,2500.0,17.0,42500.0,normal_buy,0.09995577920715037
TWFG,"TWFG, Inc.",2024-07-19,DOAK MICHAEL,Director,P,588235.0,17.0,9999995.0,large_buy,0.09995577920715037
LINE,"Lineage, Inc.",2024-07-26,Fleming Abigail S,Officer,P,250.0,78.0,19500.0,normal_buy,0.06141413087226111
SCHL,SCHOLASTIC CORP,2024-07-23,Lucchese Iole,"Director,Officer",P,1654.0,30.49,50430.46,normal_buy,-0.06598336672080252
BNED,"Barnes & Noble Education, Inc.",2024-07-16,Singer Eric,"Director,TenPercentOwner",P,18000.0,8.15,146700.0,normal_buy,0.24969702055959986
THQ,abrdn Healthcare Opportunities Fund,2024-07-16,DiMartino Rose,Director,P,1000.0,21.3,21300.0,large_buy,0.03396864796601817
HQL,abrdn Life Sciences Investors,2024-07-16,DiMartino Rose,Director,P,1000.0,15.53,15530.0,normal_buy,-0.008408778931237593
ZVRA,"ZEVRA THERAPEUTICS, INC.",2024-07-17,Clifton R. LaDuane,Officer,P,2000.0,6.77,13540.0,normal_buy,-0.015174564363318988
IVFH,INNOVATIVE FOOD HOLDINGS INC,2024-07-17,Gramm Jefferson,Director,P,258349.0,1.2,310018.8,normal_buy,0.25619829174078657
IVFH,INNOVATIVE FOOD HOLDINGS INC,2024-07-17,Gramm Jefferson,Director,P,850000.0,1.2,1020000.0,normal_buy,0.25619829174078657
NYC,American Strategic Investment Co.,2024-07-16,"New York City Special Ltd. Partnership, LLC",TenPercentOwner,P,125000.0,11.0,1375000.0,large_buy,-0.05658319127667111
NYC,American Strategic Investment Co.,2024-07-16,SCHORSCH NICHOLAS S,TenPercentOwner,P,125000.0,11.0,1375000.0,large_buy,-0.05658319127667111
NYC,American Strategic Investment Co.,2024-07-16,"New York City Advisors, LLC",TenPercentOwner,P,125000.0,11.0,1375000.0,large_buy,-0.05658319127667111
NYC,American Strategic Investment Co.,2024-07-16,"American Realty Capital III, LLC",TenPercentOwner,P,125000.0,11.0,1375000.0,large_buy,-0.05658319127667111
NYC,American Strategic Investment Co.,2024-07-16,"AR Global Investments, LLC",TenPercentOwner,P,125000.0,11.0,1375000.0,large_buy,-0.05658319127667111
NYC,American Strategic Investment Co.,2024-07-16,"Bellevue Capital Partners, LLC",TenPercentOwner,P,125000.0,11.0,1375000.0,large_buy,-0.05658319127667111
LUXH,LUXURBAN HOTELS INC.,2024-07-15,TOBOROFF LEONARD,Director,P,147058.0,0.17,24999.86,normal_buy,-0.1797509898548636
LUXH,LUXURBAN HOTELS INC.,2024-07-15,BLUTINGER ELAN,Director,P,147058.0,0.17,24999.86,normal_buy,-0.1797509898548636
SUNS,"Sunrise Realty Trust, Inc.",2024-07-10,FRANK ALEXANDER C,Director,P,1000.0,10.9,10900.0,normal_buy,0.030088469497497883
UPBD,"UPBOUND GROUP, INC.",2024-07-09,BROWN JEFFREY J,Director,P,1031.0,29.82,30744.420000000002,normal_buy,0.1319090751460552
IFN,"INDIA FUND, INC.",2024-07-10,Porter Rahn K,Director,P,1000.0,17.97,17970.0,large_buy,-0.0055585853589024126
BANX,ArrowMark Financial Corp.,2024-07-11,FARRELL PATRICK JOSEPH,Officer,P,650.0,18.81,12226.5,large_buy,0.027141910291004656
FRD,FRIEDMAN INDUSTRIES INC,2024-07-10,WILLIAMS JOE L,Director,P,3000.0,14.34,43020.0,large_buy,0.19859652259480565
CULP,CULP INC,2024-07-08,English Aron R.,TenPercentOwner,P,39248.0,4.75,186428.0,large_buy,0.13052629169664876
CULP,CULP INC,2024-07-08,"22NW GP, Inc.",TenPercentOwner,P,39248.0,4.75,186428.0,large_buy,0.13052629169664876
CULP,CULP INC,2024-07-08,"22NW Fund, LP",TenPercentOwner,P,39248.0,4.75,186428.0,large_buy,0.13052629169664876
CULP,CULP INC,2024-07-08,"22NW, LP",TenPercentOwner,P,39248.0,4.75,186428.0,large_buy,0.13052629169664876
CULP,CULP INC,2024-07-08,"22NW Fund GP, LLC",TenPercentOwner,P,39248.0,4.75,186428.0,large_buy,0.13052629169664876
CULP,CULP INC,2024-07-10,English Aron R.,TenPercentOwner,P,22125.0,5.0,110625.0,large_buy,0.005905553200572289
CULP,CULP INC,2024-07-10,"22NW GP, Inc.",TenPercentOwner,P,22125.0,5.0,110625.0,large_buy,0.005905553200572289
CULP,CULP INC,2024-07-10,"22NW Fund, LP",TenPercentOwner,P,22125.0,5.0,110625.0,large_buy,0.005905553200572289
CULP,CULP INC,2024-07-10,"22NW, LP",TenPercentOwner,P,22125.0,5.0,110625.0,large_buy,0.005905553200572289
CULP,CULP INC,2024-07-10,"22NW Fund GP, LLC",TenPercentOwner,P,22125.0,5.0,110625.0,large_buy,0.005905553200572289
DOUG,Douglas Elliman Inc.,2024-07-09,LORBER HOWARD M,"Director,Officer",P,82067.0,1.15,94377.04999999999,normal_buy,0.16239321725608535
DOUG,Douglas Elliman Inc.,2024-07-08,LORBER HOWARD M,"Director,Officer",P,15328.0,1.09,16707.52,normal_buy,0.21238938986680944
PINE,"Alpine Income Property Trust, Inc.",2024-06-27,"CTO Realty Growth, Inc.",TenPercentOwner,P,7959.0,14.97,119146.23000000001,large_buy,0.056291320286353974
PINE,"Alpine Income Property Trust, Inc.",2024-06-14,"CTO Realty Growth, Inc.",TenPercentOwner,P,7900.0,14.92,117868.0,normal_buy,0.02054351913178465
PINE,"Alpine Income Property Trust, Inc.",2024-06-13,"CTO Realty Growth, Inc.",TenPercentOwner,P,830.0,14.99,12441.7,normal_buy,0.044295239547792464
GME,GameStop Corp.,2024-07-08,Cheng Lawrence,Director,P,4140.0,24.85,102879.0,large_buy,0.0314927822653559
DNP,DNP SELECT INCOME FUND INC,2024-07-08,McLoughlin Philip R,Director,P,2500.0,8.33,20825.0,normal_buy,0.048309333141184574
CTRN,Citi Trends Inc,2024-07-03,"Fund 1 Investments, LLC",TenPercentOwner,P,4000.0,19.27,77080.0,normal_buy,0.01401144013231681
NXDT,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,2024-07-03,LAFFER ARTHUR B,Director,P,2595.0,5.49,14246.550000000001,normal_buy,0.1444044401544402
ACRS,"Aclaris Therapeutics, Inc.",2024-07-02,Leonard Braden Michael,TenPercentOwner,P,86092.0,1.14,98144.87999999999,normal_buy,0.157894797382373
ACRS,"Aclaris Therapeutics, Inc.",2024-07-05,Leonard Braden Michael,TenPercentOwner,P,123017.0,1.15,141469.55,normal_buy,0.10000000000000009
ACRS,"Aclaris Therapeutics, Inc.",2024-07-03,Leonard Braden Michael,TenPercentOwner,P,143288.0,1.16,166214.08,normal_buy,0.13913040864219672
NE,Noble Corp plc,2024-07-02,APMH Invest A/S,TenPercentOwner,P,47844.0,44.55,2131450.1999999997,normal_buy,0.06926700051483037
NE,Noble Corp plc,2024-07-02,APMH Invest A/S,TenPercentOwner,P,252156.0,44.07,11112514.92,normal_buy,0.06926700051483037
LB,LandBridge Co LLC,2024-07-01,Daul Ty P.,Director,P,8800.0,17.0,149600.0,normal_buy,0.2635018797149866
CTRN,Citi Trends Inc,2024-07-03,Pleasant Lake Partners LLC,TenPercentOwner,P,4000.0,19.27,77080.0,normal_buy,0.01401144013231681
CTRN,Citi Trends Inc,2024-07-03,Pleasant Lake Onshore Feeder Fund LP,TenPercentOwner,P,4000.0,19.27,77080.0,normal_buy,0.01401144013231681
CTRN,Citi Trends Inc,2024-07-01,"Fund 1 Investments, LLC",TenPercentOwner,P,15000.0,20.38,305700.0,normal_buy,0.055498991164042
CTRN,Citi Trends Inc,2024-07-01,Pleasant Lake Partners LLC,TenPercentOwner,P,15000.0,20.38,305700.0,normal_buy,0.055498991164042
CTRN,Citi Trends Inc,2024-07-01,Pleasant Lake Onshore Feeder Fund LP,TenPercentOwner,P,15000.0,20.38,305700.0,normal_buy,0.055498991164042
CTRN,Citi Trends Inc,2024-07-02,"Fund 1 Investments, LLC",TenPercentOwner,P,5000.0,19.19,95950.0,normal_buy,0.06037152357893416
CTRN,Citi Trends Inc,2024-07-02,Pleasant Lake Partners LLC,TenPercentOwner,P,5000.0,19.19,95950.0,normal_buy,0.06037152357893416
CTRN,Citi Trends Inc,2024-07-02,Pleasant Lake Onshore Feeder Fund LP,TenPercentOwner,P,5000.0,19.19,95950.0,normal_buy,0.06037152357893416
BIGZ,BlackRock Innovation & Growth Term Trust,2024-07-02,"Saba Capital Management, L.P.",TenPercentOwner,P,155137.0,7.3,1132500.0999999999,normal_buy,0.025891776174804315
BIGZ,BlackRock Innovation & Growth Term Trust,2024-07-02,Weinstein Boaz,TenPercentOwner,P,155137.0,7.3,1132500.0999999999,normal_buy,0.025891776174804315
TBN,Tamboran Resources Corp,2024-06-28,Thibodeaux Faron James,Officer,P,17000.0,24.0,408000.0,large_buy,0.09866663614908844
TPST,"Tempest Therapeutics, Inc.",2024-07-03,Brady Stephen R,"Director,Officer",P,35000.0,2.11,73850.0,large_buy,-0.07582938026120178
CMTV,COMMUNITY BANCORP /VT,2024-07-05,Caldwell Christopher L.,"Director,Officer",P,1000.0,14.95,14950.0,normal_buy,0.041850613847981055
TBN,Tamboran Resources Corp,2024-06-28,Dyer Eric Steven,Officer,P,2500.0,24.0,60000.0,normal_buy,0.09866663614908844
TBN,Tamboran Resources Corp,2024-06-28,Robb Andrew John,Director,P,2000.0,24.0,48000.0,normal_buy,0.09866663614908844
CALC,"CalciMedica, Inc.",2024-06-27,WILSON ROBERT N,Director,P,8443.0,3.23,27270.89,normal_buy,0.5523808629965143
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-01,Pleasant Lake Partners LLC,TenPercentOwner,P,33029.0,6.84,225918.36,large_buy,0.04479767909851873
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-01,Pleasant Lake Onshore Feeder Fund LP,TenPercentOwner,P,33029.0,6.84,225918.36,large_buy,0.04479767909851873
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-01,"Fund 1 Investments, LLC",TenPercentOwner,P,33029.0,6.84,225918.36,large_buy,0.04479767909851873
TTSH,"TILE SHOP HOLDINGS, INC.",2024-06-28,Pleasant Lake Partners LLC,TenPercentOwner,P,27500.0,6.91,190025.0,normal_buy,0.03607503696864223
TTSH,"TILE SHOP HOLDINGS, INC.",2024-06-28,Pleasant Lake Onshore Feeder Fund LP,TenPercentOwner,P,27500.0,6.91,190025.0,normal_buy,0.03607503696864223
TTSH,"TILE SHOP HOLDINGS, INC.",2024-06-28,"Fund 1 Investments, LLC",TenPercentOwner,P,27500.0,6.91,190025.0,normal_buy,0.03607503696864223
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-02,Pleasant Lake Partners LLC,TenPercentOwner,P,22000.0,6.83,150260.0,normal_buy,0.05571842053358633
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-02,Pleasant Lake Onshore Feeder Fund LP,TenPercentOwner,P,22000.0,6.83,150260.0,normal_buy,0.05571842053358633
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-02,"Fund 1 Investments, LLC",TenPercentOwner,P,22000.0,6.83,150260.0,normal_buy,0.05571842053358633
BXSY,BEXIL INVESTMENT TRUST,2024-07-01,WINMILL & CO. INC,Other,P,6934.0,12.52,86813.68,normal_buy,0.06554750002107546
NZF,Nuveen Municipal Credit Income Fund,2024-07-02,Robert Young L,Other,P,16131.0,12.4,200024.4,large_buy,0.004794609070133182
HGLB,HIGHLAND GLOBAL ALLOCATION FUND,2024-06-28,Powell Ethan,Director,P,6750.0,7.47,50422.5,large_buy,0.026560511390486763
PRPO,"Precipio, Inc.",2024-12-13,SANDBERG RICHARD A,Director,P,15000.0,6.1,91500.0,large_buy,-0.0036076117659259443
SENS,"Senseonics Holdings, Inc.",2024-12-13,ROEDER DOUGLAS A,Director,P,75000.0,0.5,37500.0,normal_buy,0.23042511368086416
OMCC,OLD MARKET CAPITAL Corp,2024-12-13,"MAGNOLIA GROUP, LLC",TenPercentOwner,P,73000.0,6.0,438000.0,large_buy,-0.0016610883847775204
OMCC,OLD MARKET CAPITAL Corp,2024-12-13,Peterson Adam K,"Director,TenPercentOwner",P,73000.0,6.0,438000.0,large_buy,-0.0016610883847775204
OMCC,OLD MARKET CAPITAL Corp,2024-12-13,"MAGNOLIA CAPITAL FUND, LP",TenPercentOwner,P,73000.0,6.0,438000.0,large_buy,-0.0016610883847775204
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,Baker Brothers Life Sciences LP,"Director,TenPercentOwner",P,59995.0,13.63,817731.8500000001,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,"667, L.P.","Director,TenPercentOwner",P,59995.0,13.63,817731.8500000001,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER BROS. ADVISORS LP,"Director,TenPercentOwner",P,59995.0,13.63,817731.8500000001,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER FELIX,"Director,TenPercentOwner",P,59995.0,13.63,817731.8500000001,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER JULIAN,"Director,TenPercentOwner",P,59995.0,13.63,817731.8500000001,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,Baker Bros. Advisors (GP) LLC,"Director,TenPercentOwner",P,59995.0,13.63,817731.8500000001,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,Baker Brothers Life Sciences LP,"Director,TenPercentOwner",P,22722.0,13.72,311745.84,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,"667, L.P.","Director,TenPercentOwner",P,22722.0,13.72,311745.84,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER BROS. ADVISORS LP,"Director,TenPercentOwner",P,22722.0,13.72,311745.84,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER FELIX,"Director,TenPercentOwner",P,22722.0,13.72,311745.84,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER JULIAN,"Director,TenPercentOwner",P,22722.0,13.72,311745.84,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,Baker Bros. Advisors (GP) LLC,"Director,TenPercentOwner",P,22722.0,13.72,311745.84,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,Baker Brothers Life Sciences LP,"Director,TenPercentOwner",P,244587.0,13.72,3355733.64,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,"667, L.P.","Director,TenPercentOwner",P,244587.0,13.72,3355733.64,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER BROS. ADVISORS LP,"Director,TenPercentOwner",P,244587.0,13.72,3355733.64,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER FELIX,"Director,TenPercentOwner",P,244587.0,13.72,3355733.64,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER JULIAN,"Director,TenPercentOwner",P,244587.0,13.72,3355733.64,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,Baker Bros. Advisors (GP) LLC,"Director,TenPercentOwner",P,244587.0,13.72,3355733.64,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,Baker Brothers Life Sciences LP,"Director,TenPercentOwner",P,52656.0,13.8,726652.8,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,"667, L.P.","Director,TenPercentOwner",P,52656.0,13.8,726652.8,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER BROS. ADVISORS LP,"Director,TenPercentOwner",P,52656.0,13.8,726652.8,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER FELIX,"Director,TenPercentOwner",P,52656.0,13.8,726652.8,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER JULIAN,"Director,TenPercentOwner",P,52656.0,13.8,726652.8,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,Baker Bros. Advisors (GP) LLC,"Director,TenPercentOwner",P,52656.0,13.8,726652.8,normal_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,Baker Brothers Life Sciences LP,"Director,TenPercentOwner",P,566814.0,13.8,7822033.2,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,"667, L.P.","Director,TenPercentOwner",P,566814.0,13.8,7822033.2,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER BROS. ADVISORS LP,"Director,TenPercentOwner",P,566814.0,13.8,7822033.2,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER FELIX,"Director,TenPercentOwner",P,566814.0,13.8,7822033.2,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,BAKER JULIAN,"Director,TenPercentOwner",P,566814.0,13.8,7822033.2,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-13,Baker Bros. Advisors (GP) LLC,"Director,TenPercentOwner",P,566814.0,13.8,7822033.2,large_buy,0.02317159196966201
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-16,Baker Brothers Life Sciences LP,"Director,TenPercentOwner",P,42369.0,15.34,649940.46,normal_buy,-0.07407406706588537
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-16,"667, L.P.","Director,TenPercentOwner",P,42369.0,15.34,649940.46,normal_buy,-0.07407406706588537
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-16,BAKER BROS. ADVISORS LP,"Director,TenPercentOwner",P,42369.0,15.34,649940.46,normal_buy,-0.07407406706588537
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-16,BAKER FELIX,"Director,TenPercentOwner",P,42369.0,15.34,649940.46,normal_buy,-0.07407406706588537
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-16,BAKER JULIAN,"Director,TenPercentOwner",P,42369.0,15.34,649940.46,normal_buy,-0.07407406706588537
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-16,Baker Bros. Advisors (GP) LLC,"Director,TenPercentOwner",P,42369.0,15.34,649940.46,normal_buy,-0.07407406706588537
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-16,Baker Brothers Life Sciences LP,"Director,TenPercentOwner",P,457631.0,15.34,7020059.54,large_buy,-0.07407406706588537
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-16,"667, L.P.","Director,TenPercentOwner",P,457631.0,15.34,7020059.54,large_buy,-0.07407406706588537
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-16,BAKER BROS. ADVISORS LP,"Director,TenPercentOwner",P,457631.0,15.34,7020059.54,large_buy,-0.07407406706588537
BCYC,BICYCLE THERAPEUTICS PLC,2024-12-16,BAKER FELIX,"Director,TenPercentOwner",P,457631.0,15.34,7020059.54,large_buy,-0.07407406706588537
